title,artist,link
Seated Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21051?highlight=*:*
Unknown (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50446?highlight=*:*
Untitled (Unknown),Zoë Telford,https://collections.ed.ac.uk/art/record/21619?highlight=*:*
Abstract Still Life with Jug and Fruit Bowl (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21080?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53668?highlight=*:*
Fossil Life (1984),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21883?highlight=*:*
Composition with Black Square (1981),Alastair R. W. Hearsum,https://collections.ed.ac.uk/art/record/22552?highlight=*:*
Diddly Doodly (2006),John Brown,https://collections.ed.ac.uk/art/record/99953?highlight=*:*
Untitled - Figures and Bicycles in the City (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99450?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53515?highlight=*:*
Man Against Yellow Wall (1985-1986),Robbie Bushe,https://collections.ed.ac.uk/art/record/21520?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99810?highlight=*:*
Not For Gain (2016),Daisy Lafarge,https://collections.ed.ac.uk/art/record/99238?highlight=*:*
The Fruitstand (Unknown),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21777?highlight=*:*
Untitled (1973),Ken McLennan,https://collections.ed.ac.uk/art/record/21844?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53499?highlight=*:*
144 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53774?highlight=*:*
Unknown,Sean Byrne,https://collections.ed.ac.uk/art/record/53600?highlight=*:*
Reclining Male Nude (1952),Annette G B Ronald,https://collections.ed.ac.uk/art/record/20817?highlight=*:*
Unknown (1963),Leslie Johns,https://collections.ed.ac.uk/art/record/50435?highlight=*:*
Untitled (1967),June Hanlon,https://collections.ed.ac.uk/art/record/22019?highlight=*:*
Nun with Two Workmen in a Country Landscape,Unknown,https://collections.ed.ac.uk/art/record/22557?highlight=*:*
Untitled (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47451?highlight=*:*
Abstract with Circles (Circa 1945),Alan Davie,https://collections.ed.ac.uk/art/record/20749?highlight=*:*
Kneeling Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20924?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20711?highlight=*:*
Standing Male Nude (1930-1931),Thomas Pow,https://collections.ed.ac.uk/art/record/21126?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99807?highlight=*:*
Unknown (1993),Rolandos Rimkunas,https://collections.ed.ac.uk/art/record/99851?highlight=*:*
Reclining Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21260?highlight=*:*
Unknown,Maureen Baird,https://collections.ed.ac.uk/art/record/50622?highlight=*:*
Portrait of a Woman (1952),W Baxter,https://collections.ed.ac.uk/art/record/21205?highlight=*:*
Chinese sleeveband. waves,Unknown,https://collections.ed.ac.uk/art/record/102703?highlight=*:*
Natural Geometry series (a) (2015),Robin Crawford,https://collections.ed.ac.uk/art/record/53771?highlight=*:*
Opuntia Lencotricha (1993-1994),Jane Watt,https://collections.ed.ac.uk/art/record/99457?highlight=*:*
Untitled - View From a Bath (1968),Alison Hutton,https://collections.ed.ac.uk/art/record/99272?highlight=*:*
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99278?highlight=*:*
Self Portrait (1951),Barbara C. Balmer,https://collections.ed.ac.uk/art/record/22708?highlight=*:*
Face on Water,Paul Furneaux,https://collections.ed.ac.uk/art/record/21747?highlight=*:*
Unknown (1901),George Bain,https://collections.ed.ac.uk/art/record/50458?highlight=*:*
Camp II (1982),Reinhard Behrens,https://collections.ed.ac.uk/art/record/99465?highlight=*:*
Portrait of the sad bed (2002),Jan Vaibaraite,https://collections.ed.ac.uk/art/record/99989?highlight=*:*
Portrait of Seated Man in Uniform Holding Pipe (1952),Frances Walker,https://collections.ed.ac.uk/art/record/20847?highlight=*:*
Four Standing Male Nudes (1960),Derek Shiel,https://collections.ed.ac.uk/art/record/20816?highlight=*:*
Unknown,Muriel Davidson,https://collections.ed.ac.uk/art/record/53474?highlight=*:*
Unknown (1901),George Bain,https://collections.ed.ac.uk/art/record/50457?highlight=*:*
Music is art that colour your life with feelings (1999),Rumi Augusta Nogua,https://collections.ed.ac.uk/art/record/102742?highlight=*:*
"Head of a Young Girl, 1465",Unknown,https://collections.ed.ac.uk/art/record/20570?highlight=*:*
"Small Classical Head, possibly Apollo",NA,https://collections.ed.ac.uk/art/record/20605?highlight=*:*
Still Life with Peonies,Anne Redpath,https://collections.ed.ac.uk/art/record/20746?highlight=*:*
Reclining Female Nude (1958),Dorothy Durward,https://collections.ed.ac.uk/art/record/21142?highlight=*:*
Cryptogam (1991),Unknown,https://collections.ed.ac.uk/art/record/21794?highlight=*:*
Car Interior,Elise Brown,https://collections.ed.ac.uk/art/record/21495?highlight=*:*
Standing Male Nude with staff (1949-1952),Adam Robson,https://collections.ed.ac.uk/art/record/20812?highlight=*:*
Milkweed (1952),Margaret Lowengrund,https://collections.ed.ac.uk/art/record/21676?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53621?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21214?highlight=*:*
Altarpiece of the Coronation of the Virgin,Unknown,https://collections.ed.ac.uk/art/record/20563?highlight=*:*
Lovers and birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99418?highlight=*:*
Untitled (1962),F. Milner,https://collections.ed.ac.uk/art/record/21761?highlight=*:*
3.a Clarendon serif,Anthony Benjamin,https://collections.ed.ac.uk/art/record/21670?highlight=*:*
Standing Male Nude (1960s),Alan Dempster,https://collections.ed.ac.uk/art/record/21277?highlight=*:*
Untitled (2007),Patricio Esteban Briceno,https://collections.ed.ac.uk/art/record/99964?highlight=*:*
Untitled (1986),David Hosie,https://collections.ed.ac.uk/art/record/99529?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,https://collections.ed.ac.uk/art/record/21686?highlight=*:*
Untitled - Abstract Cathedral (1961),Vivien Alexander,https://collections.ed.ac.uk/art/record/99385?highlight=*:*
Untitled (Unknown),Jennifer C. Lindsay,https://collections.ed.ac.uk/art/record/21877?highlight=*:*
Untitled (Unknown),Derek Reid,https://collections.ed.ac.uk/art/record/21642?highlight=*:*
Untitled - Nighttime Scene of the City and River (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99370?highlight=*:*
Portrait of a Seated Woman (1961),Robin Forrester,https://collections.ed.ac.uk/art/record/21295?highlight=*:*
Portrait of a Man (1959),NA,https://collections.ed.ac.uk/art/record/20973?highlight=*:*
Standing Female Nude at Mirror (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/22663?highlight=*:*
Portrait - Male,Alexander Cree,https://collections.ed.ac.uk/art/record/22697?highlight=*:*
Abstract on Blue*,Unknown,https://collections.ed.ac.uk/art/record/22536?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53602?highlight=*:*
Portrait of a Woman (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/21319?highlight=*:*
Seated Female Nude (1953),Andrew Restall,https://collections.ed.ac.uk/art/record/20946?highlight=*:*
Interior (Circa 1975),Brian D. Henderson,https://collections.ed.ac.uk/art/record/22623?highlight=*:*
Abstract in Yellow and Black (1991),Unknown,https://collections.ed.ac.uk/art/record/22630?highlight=*:*
Scapa Flow (Unknown),Reinhard Behrens,https://collections.ed.ac.uk/art/record/21665?highlight=*:*
Untitled,Jane Strachen,https://collections.ed.ac.uk/art/record/20758?highlight=*:*
Portrait of Man in a Hat (1951),Adam Hogg,https://collections.ed.ac.uk/art/record/21239?highlight=*:*
Untitled (1977),Katherine Keil,https://collections.ed.ac.uk/art/record/21618?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53688?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22489?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21736?highlight=*:*
Scissors,Unknown,https://collections.ed.ac.uk/art/record/22615?highlight=*:*
Portrait of a Woman (1956),Joan Rogers,https://collections.ed.ac.uk/art/record/21187?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21992?highlight=*:*
Portrait of a Woman (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21021?highlight=*:*
Seated Nude Woman (1957-1959),Albert Robson,https://collections.ed.ac.uk/art/record/20813?highlight=*:*
Monochrome Cityscape (Circa 1976),Martin Churchill,https://collections.ed.ac.uk/art/record/22586?highlight=*:*
A Picture of a Small Dog Going on a Long Journey (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21884?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113832?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53553?highlight=*:*
Cup of Life (1994),Leah Oates,https://collections.ed.ac.uk/art/record/21558?highlight=*:*
Gem cabinet 6 (of 6) containing 43 medallions,Unknown,https://collections.ed.ac.uk/art/record/20620?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53681?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner,https://collections.ed.ac.uk/art/record/21829?highlight=*:*
Farmer with Scythe,John Houston,https://collections.ed.ac.uk/art/record/21048?highlight=*:*
Memories (1983),Stuart T. MacKenzie,https://collections.ed.ac.uk/art/record/22629?highlight=*:*
Multi Coloured Geometric (1971),Jim Hickey,https://collections.ed.ac.uk/art/record/22602?highlight=*:*
Untitled (1961),Jean Connacher,https://collections.ed.ac.uk/art/record/112343?highlight=*:*
Untitled,Derek McGuire,https://collections.ed.ac.uk/art/record/112503?highlight=*:*
Nude Woman,Mieczyslaw T. Janikowski,https://collections.ed.ac.uk/art/record/22659?highlight=*:*
Portrait of a Woman with Red Hair (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/21320?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53690?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21971?highlight=*:*
Seated Female Nude (1955),Jean Fraser,https://collections.ed.ac.uk/art/record/21195?highlight=*:*
Portrait of Bearded Man with Bow Tie,Unknown,https://collections.ed.ac.uk/art/record/22611?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53686?highlight=*:*
Untitled (2006),Elizabeth Shepherd,https://collections.ed.ac.uk/art/record/99875?highlight=*:*
Seated Female Nude (1953),Diana Douglas-Hamilton,https://collections.ed.ac.uk/art/record/20927?highlight=*:*
Portrait of a Woman (1953),A Scott,https://collections.ed.ac.uk/art/record/21198?highlight=*:*
Seated Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20921?highlight=*:*
Composition with Wire Form (1994),John Maclean,https://collections.ed.ac.uk/art/record/47458?highlight=*:*
Untitled - Chickens (1962),Janette Brown,https://collections.ed.ac.uk/art/record/99375?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102725?highlight=*:*
Two Circus Acts in One (1958),Seong Moy,https://collections.ed.ac.uk/art/record/21704?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50581?highlight=*:*
Smocking diagrams and samples,Unknown,https://collections.ed.ac.uk/art/record/102667?highlight=*:*
Untitled - Figure on the Beach (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99438?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,https://collections.ed.ac.uk/art/record/112306?highlight=*:*
Interior and Window (1971),Karol Prentice,https://collections.ed.ac.uk/art/record/21364?highlight=*:*
Nude in Sunlight (1983),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/22542?highlight=*:*
Untitled (1962),James Goodall,https://collections.ed.ac.uk/art/record/99848?highlight=*:*
Seated Female Nude (1949),Leszek Muszynski,https://collections.ed.ac.uk/art/record/21075?highlight=*:*
Unknown (1947),Vivien Chapman,https://collections.ed.ac.uk/art/record/50475?highlight=*:*
The Harbour (Apr 1982),Susan Thores,https://collections.ed.ac.uk/art/record/21974?highlight=*:*
Two Men in an Interior (1989),Sean H. Watson,https://collections.ed.ac.uk/art/record/22646?highlight=*:*
Unknown (1963),James T Carlyle,https://collections.ed.ac.uk/art/record/50501?highlight=*:*
Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99436?highlight=*:*
Charlotte (1984),B.R. Coode-Adams,https://collections.ed.ac.uk/art/record/21600?highlight=*:*
Fine lawn collar (1820),Unknown,https://collections.ed.ac.uk/art/record/102681?highlight=*:*
Performing Labour (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113780?highlight=*:*
Portrait of a Woman Wearing a Hat (1951),Alexandra Bennett,https://collections.ed.ac.uk/art/record/21232?highlight=*:*
Whitey 1.1 (2015),Stephanie Maclean,https://collections.ed.ac.uk/art/record/53780?highlight=*:*
"Female Faces, Lips and Dots (Circa 1960)",Jennifer M. Hughes,https://collections.ed.ac.uk/art/record/22531?highlight=*:*
"""Cola"" Bottle",Emma Gillies,https://collections.ed.ac.uk/art/record/53735?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50393?highlight=*:*
Portrait of Woman in a Hat (1958),Robert M E Callender,https://collections.ed.ac.uk/art/record/21326?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53673?highlight=*:*
Seated Female Nude (1959),William Mackay,https://collections.ed.ac.uk/art/record/21162?highlight=*:*
Small armorial panel,Unknown,https://collections.ed.ac.uk/art/record/20613?highlight=*:*
Unknown,Alan M. Alexander,https://collections.ed.ac.uk/art/record/50599?highlight=*:*
Standing Male Nude (1957),James Nicholson,https://collections.ed.ac.uk/art/record/21153?highlight=*:*
Cushion,Winsome Douglass,https://collections.ed.ac.uk/art/record/113831?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21874?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21952?highlight=*:*
Espresso Cup,Emma Gillies,https://collections.ed.ac.uk/art/record/53695?highlight=*:*
Men at Work (1947-1948),Norma G Reid,https://collections.ed.ac.uk/art/record/20829?highlight=*:*
Four Orchids,Susan Alexander,https://collections.ed.ac.uk/art/record/50408?highlight=*:*
Untitled - Self-Portrait (1968),Arthur J Baglee,https://collections.ed.ac.uk/art/record/99381?highlight=*:*
Seated Skeleton (Circa 1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21087?highlight=*:*
Portrait of a Woman (1959),NA,https://collections.ed.ac.uk/art/record/20974?highlight=*:*
Colourful Landscape with Monoliths (1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20824?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99279?highlight=*:*
Snowed Under (1998),John Brown,https://collections.ed.ac.uk/art/record/21863?highlight=*:*
Forth Shore II (1985),Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21801?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99943?highlight=*:*
Untitled (1983),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21595?highlight=*:*
Espresso Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53683?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111445?highlight=*:*
Reclining Female Nude (1960),Jean Richie,https://collections.ed.ac.uk/art/record/20789?highlight=*:*
Untitled (Unknown),Anne Slater,https://collections.ed.ac.uk/art/record/21797?highlight=*:*
Standing Female Nude,V Brutt,https://collections.ed.ac.uk/art/record/21261?highlight=*:*
Untitled,Garry Marshall,https://collections.ed.ac.uk/art/record/112341?highlight=*:*
Replica cast (white) of of GE33,Unknown,https://collections.ed.ac.uk/art/record/20652?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99535?highlight=*:*
Untitled (1963),Carol Handyside,https://collections.ed.ac.uk/art/record/99841?highlight=*:*
Untitled (Unknown),Vivian Hinkley,https://collections.ed.ac.uk/art/record/21858?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53503?highlight=*:*
Unknown,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53484?highlight=*:*
Untitled,Peter Pretsell,https://collections.ed.ac.uk/art/record/99796?highlight=*:*
Abstract,Alan T. Johnston,https://collections.ed.ac.uk/art/record/22609?highlight=*:*
Untitled (1989),Karen Guthrie,https://collections.ed.ac.uk/art/record/21886?highlight=*:*
Untitled (1967),Lawrence Roche,https://collections.ed.ac.uk/art/record/21758?highlight=*:*
Portrait of a Seated Woman (1962),Kellar,https://collections.ed.ac.uk/art/record/21293?highlight=*:*
Untitled (Unknown),David [Unknown],https://collections.ed.ac.uk/art/record/21990?highlight=*:*
Untitled - Woman in Pigtails (1965),Julia A M Barnard,https://collections.ed.ac.uk/art/record/99382?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20670?highlight=*:*
Jug,Emma Gillies,https://collections.ed.ac.uk/art/record/53741?highlight=*:*
Three Street Views,Unknown,https://collections.ed.ac.uk/art/record/21176?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53576?highlight=*:*
Birds & Peonies (2002),Asuka Ohsawa,https://collections.ed.ac.uk/art/record/99940?highlight=*:*
Unknown,Robert Hamilton Dalrymple,https://collections.ed.ac.uk/art/record/53532?highlight=*:*
Portrait of a Man,Firth,https://collections.ed.ac.uk/art/record/21327?highlight=*:*
Car Crash,Tim Stott,https://collections.ed.ac.uk/art/record/93373?highlight=*:*
100 Billion Suns (2012),Katie Paterson,https://collections.ed.ac.uk/art/record/21002?highlight=*:*
Reclining Nude (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20840?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99819?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50383?highlight=*:*
Unknown,Francis Convery,https://collections.ed.ac.uk/art/record/111440?highlight=*:*
Untitled - Woman with Bun (1963),Iona Murray,https://collections.ed.ac.uk/art/record/99401?highlight=*:*
Portrait of a Man Seated,Paul Furneaux,https://collections.ed.ac.uk/art/record/21517?highlight=*:*
Untitled (2007),Johan Wahlgren,https://collections.ed.ac.uk/art/record/99980?highlight=*:*
Seated Female Nude (1954),Edith Fraser,https://collections.ed.ac.uk/art/record/21249?highlight=*:*
Untitled - Portrait of Girl in Glasses (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99389?highlight=*:*
Untitled,Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/112350?highlight=*:*
Standing Male Nude (Circa 1952),John Houston,https://collections.ed.ac.uk/art/record/21350?highlight=*:*
Woman with Pink Hair,H Rogers,https://collections.ed.ac.uk/art/record/21476?highlight=*:*
Seated Female Nude (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/21167?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50494?highlight=*:*
Landscape (1952),James P W Syme,https://collections.ed.ac.uk/art/record/20839?highlight=*:*
Posts in the Landscape (01 May 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21469?highlight=*:*
Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50609?highlight=*:*
Study for completed image (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50624?highlight=*:*
Horses and men (facing left),NA,https://collections.ed.ac.uk/art/record/20659?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21191?highlight=*:*
Untitled (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47449?highlight=*:*
Untitled (1963),W. Douglas,https://collections.ed.ac.uk/art/record/21768?highlight=*:*
Portrait of a Woman (1953),L Braque,https://collections.ed.ac.uk/art/record/21199?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21683?highlight=*:*
Untitled (1991),Joanna [Coffin?],https://collections.ed.ac.uk/art/record/21871?highlight=*:*
Unknown (1948),Eric Forrest,https://collections.ed.ac.uk/art/record/50586?highlight=*:*
Discobolus (without head),Unknown,https://collections.ed.ac.uk/art/record/20591?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99858?highlight=*:*
Untitled - Sitting Figure (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/99462?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53509?highlight=*:*
Street Scene (1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/21419?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,https://collections.ed.ac.uk/art/record/21695?highlight=*:*
Near Limoges (1986),Jo Ganter,https://collections.ed.ac.uk/art/record/21963?highlight=*:*
Study for Two Figure Composition (1949),Douglas Baxter,https://collections.ed.ac.uk/art/record/50576?highlight=*:*
Female Nude (1952),David Michie,https://collections.ed.ac.uk/art/record/21388?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21811?highlight=*:*
Female Nude in Landscape with Union Jack (1965),William Gillon,https://collections.ed.ac.uk/art/record/21314?highlight=*:*
Cantoria (left panel),Unknown,https://collections.ed.ac.uk/art/record/20578?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50474?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21821?highlight=*:*
Untitled (Unknown),Victoria Bimie,https://collections.ed.ac.uk/art/record/21962?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50439?highlight=*:*
Seated Female Nude (1959),R Williamson,https://collections.ed.ac.uk/art/record/20951?highlight=*:*
Lillian Willey collar (1950),Lilian Willey,https://collections.ed.ac.uk/art/record/102707?highlight=*:*
Drawing of a Woman (12 Nov 1960),Sheila Percival,https://collections.ed.ac.uk/art/record/20991?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,https://collections.ed.ac.uk/art/record/100023?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21787?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,https://collections.ed.ac.uk/art/record/99240?highlight=*:*
Untitled (Unknown),Isobel Jack,https://collections.ed.ac.uk/art/record/21624?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21808?highlight=*:*
Head of Niccolo da Uzzano,NA,https://collections.ed.ac.uk/art/record/20606?highlight=*:*
Unknown (1949),James N. Hardie,https://collections.ed.ac.uk/art/record/50531?highlight=*:*
Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50582?highlight=*:*
Untitled - Portrait of a Female with Fringe (1963-1964),Irene G. Thomson,https://collections.ed.ac.uk/art/record/99420?highlight=*:*
Edinburgh College of Art War Memorial (1922),"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA",https://collections.ed.ac.uk/art/record/99985?highlight=*:*
Untitled (1962),John Picking,https://collections.ed.ac.uk/art/record/111040?highlight=*:*
"Circus people in restaurant, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21116?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21891?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50554?highlight=*:*
Seated Female Nude (1956),Priscilla McEwan,https://collections.ed.ac.uk/art/record/21237?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen,https://collections.ed.ac.uk/art/record/20794?highlight=*:*
Firenze Winter (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53478?highlight=*:*
Tree-lined Lane,Garry Marshall,https://collections.ed.ac.uk/art/record/21431?highlight=*:*
Portrait of a Woman (1959),W Bryden,https://collections.ed.ac.uk/art/record/21105?highlight=*:*
Inscription Panel from Trajan's Column (Left side),Unknown,https://collections.ed.ac.uk/art/record/20536?highlight=*:*
Seated Female Nude (1953),Rosemary Schofield,https://collections.ed.ac.uk/art/record/20942?highlight=*:*
City Beyond (NOV 1962),John Picking,https://collections.ed.ac.uk/art/record/111038?highlight=*:*
Abstract Composition in Green with Curved Recess (1967),George M. Donald,https://collections.ed.ac.uk/art/record/22509?highlight=*:*
Seated Figure in Striped Top (Circa 1981),Alastair R. W. Hearsum,https://collections.ed.ac.uk/art/record/22527?highlight=*:*
Untitled (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21855?highlight=*:*
Untitled (2006),Sarah Ryan,https://collections.ed.ac.uk/art/record/99871?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50461?highlight=*:*
Unknown,Douglas Gordon,https://collections.ed.ac.uk/art/record/50633?highlight=*:*
Untitled (2005),Claire Lindsay,https://collections.ed.ac.uk/art/record/99868?highlight=*:*
Portrait of a Young Woman Sketching (1959),Denness Morton,https://collections.ed.ac.uk/art/record/20887?highlight=*:*
Untitled - Hogs in a Butcher Shop (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99435?highlight=*:*
Steady Hands (2016),Inês-Hermione Mulford,https://collections.ed.ac.uk/art/record/99236?highlight=*:*
Untitled (1966),Carra McNeil,https://collections.ed.ac.uk/art/record/22506?highlight=*:*
Venus Marina,Unknown,https://collections.ed.ac.uk/art/record/20594?highlight=*:*
Untitled (1987),Unknown,https://collections.ed.ac.uk/art/record/21814?highlight=*:*
Abstract (Circa 1965),James B. Thomson,https://collections.ed.ac.uk/art/record/21402?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20708?highlight=*:*
Man in Black,Claudia Petretti,https://collections.ed.ac.uk/art/record/21482?highlight=*:*
Untitled - Sitting Woman with a Fringe (Apr 1963),William Gillon,https://collections.ed.ac.uk/art/record/99479?highlight=*:*
Untitled,Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/112349?highlight=*:*
Seated Woman,Ruari MacLeod,https://collections.ed.ac.uk/art/record/21497?highlight=*:*
Coastal Village with Church,Unknown,https://collections.ed.ac.uk/art/record/22733?highlight=*:*
Untitled (1982),Unknown,https://collections.ed.ac.uk/art/record/21817?highlight=*:*
Chinese damask robe (19th Century),Unknown,https://collections.ed.ac.uk/art/record/100005?highlight=*:*
Drawn from Nature (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21847?highlight=*:*
Notes for Final Composition (23 Sep 1985),Unknown,https://collections.ed.ac.uk/art/record/53539?highlight=*:*
Untitled - Bird Cage (1965-1966),Norman Orr,https://collections.ed.ac.uk/art/record/99407?highlight=*:*
Untitled (2002),Hannah Mulder,https://collections.ed.ac.uk/art/record/99942?highlight=*:*
Unknown (1974),Carolyn Wall,https://collections.ed.ac.uk/art/record/21948?highlight=*:*
Step 1 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21306?highlight=*:*
Standing Male Nude (1939-1940),James H Donaldson,https://collections.ed.ac.uk/art/record/21124?highlight=*:*
